"Date" "HomeTeam" "AwayTeam" "FTHG" "FTAG" "FTR"
"420" "22/09/11" "Espanol" "Getafe" 1 0 "H"
"421" "24/09/11" "Ath Bilbao" "Villarreal" 1 1 "D"
"422" "24/09/11" "Barcelona" "Ath Madrid" 5 0 "H"
"423" "24/09/11" "Real Madrid" "Vallecano" 6 2 "H"
"424" "24/09/11" "Sevilla" "Valencia" 1 0 "H"
"425" "25/09/11" "Granada" "Osasuna" 1 1 "D"
"426" "25/09/11" "Levante" "Espanol" 3 1 "H"
"427" "25/09/11" "Mallorca" "Sociedad" 2 1 "H"
"428" "25/09/11" "Sp Gijon" "Santander" 0 0 "D"
"429" "25/09/11" "Zaragoza" "Malaga" 0 0 "D"
"430" "26/09/11" "Getafe" "Betis" 1 0 "H"
"431" "01/10/11" "Malaga" "Getafe" 3 2 "H"
"432" "01/10/11" "Osasuna" "Mallorca" 2 2 "D"
"433" "01/10/11" "Santander" "Vallecano" 1 1 "D"
"434" "01/10/11" "Valencia" "Granada" 1 0 "H"
"435" "01/10/11" "Villarreal" "Zaragoza" 2 2 "D"
"436" "02/10/11" "Ath Madrid" "Sevilla" 0 0 "D"
"437" "02/10/11" "Betis" "Levante" 0 1 "A"
"438" "02/10/11" "Espanol" "Real Madrid" 0 4 "A"
"439" "02/10/11" "Sociedad" "Ath Bilbao" 1 2 "A"
"440" "02/10/11" "Sp Gijon" "Barcelona" 0 1 "A"
"441" "15/10/11" "Barcelona" "Santander" 3 0 "H"
"442" "15/10/11" "Getafe" "Villarreal" 0 0 "D"
"443" "15/10/11" "Granada" "Ath Madrid" 0 0 "D"
"444" "15/10/11" "Mallorca" "Valencia" 1 1 "D"
"445" "15/10/11" "Real Madrid" "Betis" 4 1 "H"
"446" "16/10/11" "Levante" "Malaga" 3 0 "H"
"447" "16/10/11" "Sevilla" "Sp Gijon" 2 1 "H"
"448" "16/10/11" "Vallecano" "Espanol" 0 1 "A"
"449" "16/10/11" "Zaragoza" "Sociedad" 2 0 "H"
"450" "17/10/11" "Ath Bilbao" "Osasuna" 3 1 "H"
"451" "22/10/11" "Barcelona" "Sevilla" 0 0 "D"
"452" "22/10/11" "Malaga" "Real Madrid" 0 4 "A"
"453" "22/10/11" "Santander" "Espanol" 0 1 "A"
"454" "22/10/11" "Sp Gijon" "Granada" 2 0 "H"
"455" "23/10/11" "Ath Madrid" "Mallorca" 1 1 "D"
"456" "23/10/11" "Betis" "Vallecano" 0 2 "A"
"457" "23/10/11" "Osasuna" "Zaragoza" 3 0 "H"
"458" "23/10/11" "Sociedad" "Getafe" 0 0 "D"
"459" "23/10/11" "Valencia" "Ath Bilbao" 1 1 "D"
"460" "23/10/11" "Villarreal" "Levante" 0 3 "A"
"461" "25/10/11" "Granada" "Barcelona" 0 1 "A"
"462" "25/10/11" "Sevilla" "Santander" 2 2 "D"
"463" "26/10/11" "Getafe" "Osasuna" 2 2 "D"
"464" "26/10/11" "Levante" "Sociedad" 3 2 "H"
"465" "26/10/11" "Mallorca" "Sp Gijon" 1 2 "A"
"466" "26/10/11" "Real Madrid" "Villarreal" 3 0 "H"
"467" "26/10/11" "Vallecano" "Malaga" 2 0 "H"
"468" "26/10/11" "Zaragoza" "Valencia" 0 1 "A"
"469" "27/10/11" "Ath Bilbao" "Ath Madrid" 3 0 "H"
"470" "27/10/11" "Espanol" "Betis" 1 0 "H"
"471" "29/10/11" "Barcelona" "Mallorca" 5 0 "H"
"472" "29/10/11" "Sociedad" "Real Madrid" 0 1 "A"
"473" "29/10/11" "Valencia" "Getafe" 3 1 "H"
"474" "29/10/11" "Villarreal" "Vallecano" 2 0 "H"
"475" "30/10/11" "Ath Madrid" "Zaragoza" 3 1 "H"
"476" "30/10/11" "Malaga" "Espanol" 2 1 "H"
"477" "30/10/11" "Osasuna" "Levante" 2 0 "H"
"478" "30/10/11" "Santander" "Betis" 1 0 "H"
"479" "30/10/11" "Sp Gijon" "Ath Bilbao" 1 1 "D"
"480" "31/10/11" "Sevilla" "Granada" 1 2 "A"
"481" "05/11/11" "Betis" "Malaga" 0 0 "D"
"482" "05/11/11" "Levante" "Valencia" 0 2 "A"
"483" "05/11/11" "Mallorca" "Sevilla" 0 0 "D"
"484" "06/11/11" "Ath Bilbao" "Barcelona" 2 2 "D"
"485" "06/11/11" "Espanol" "Villarreal" 0 0 "D"
"486" "06/11/11" "Getafe" "Ath Madrid" 3 2 "H"
"487" "06/11/11" "Granada" "Santander" 0 0 "D"
"488" "06/11/11" "Real Madrid" "Osasuna" 7 1 "H"
"489" "06/11/11" "Vallecano" "Sociedad" 4 0 "H"
"490" "06/11/11" "Zaragoza" "Sp Gijon" 2 2 "D"
"491" "19/11/11" "Barcelona" "Zaragoza" 4 0 "H"
"492" "19/11/11" "Valencia" "Real Madrid" 2 3 "A"
"493" "19/11/11" "Villarreal" "Betis" 1 0 "H"
"494" "20/11/11" "Ath Madrid" "Levante" 3 2 "H"
"495" "20/11/11" "Osasuna" "Vallecano" 0 0 "D"
"496" "20/11/11" "Sevilla" "Ath Bilbao" 1 2 "A"
"497" "20/11/11" "Sociedad" "Espanol" 0 0 "D"
"498" "20/11/11" "Sp Gijon" "Getafe" 2 1 "H"
"499" "21/11/11" "Santander" "Malaga" 1 3 "A"
"500" "26/11/11" "Getafe" "Barcelona" 1 0 "H"
"501" "26/11/11" "Real Madrid" "Ath Madrid" 4 1 "H"
"502" "26/11/11" "Vallecano" "Valencia" 1 2 "A"
"503" "27/11/11" "Ath Bilbao" "Granada" 0 1 "A"
"504" "27/11/11" "Betis" "Sociedad" 2 3 "A"
"505" "27/11/11" "Espanol" "Osasuna" 1 2 "A"
"506" "27/11/11" "Levante" "Sp Gijon" 4 0 "H"
"507" "27/11/11" "Mallorca" "Santander" 2 1 "H"
"508" "27/11/11" "Zaragoza" "Sevilla" 0 1 "A"
"509" "28/11/11" "Malaga" "Villarreal" 2 1 "H"
"510" "29/11/11" "Barcelona" "Vallecano" 4 0 "H"
"511" "03/12/11" "Barcelona" "Levante" 5 0 "H"
"512" "03/12/11" "Santander" "Villarreal" 1 0 "H"
"513" "03/12/11" "Sp Gijon" "Real Madrid" 0 3 "A"
"514" "03/12/11" "Valencia" "Espanol" 2 1 "H"
"515" "04/12/11" "Ath Madrid" "Vallecano" 3 1 "H"
"516" "04/12/11" "Granada" "Zaragoza" 1 0 "H"
"517" "04/12/11" "Mallorca" "Ath Bilbao" 1 1 "D"
"518" "04/12/11" "Osasuna" "Betis" 2 1 "H"
"519" "04/12/11" "Sociedad" "Malaga" 3 2 "H"
"520" "05/12/11" "Sevilla" "Getafe" 3 0 "H"
"521" "07/12/11" "Granada" "Mallorca" 2 2 "D"
"522" "10/12/11" "Betis" "Valencia" 2 1 "H"
"523" "10/12/11" "Levante" "Sevilla" 1 0 "H"
"524" "10/12/11" "Real Madrid" "Barcelona" 1 3 "A"
"525" "11/12/11" "Ath Bilbao" "Santander" 1 1 "D"
"526" "11/12/11" "Espanol" "Ath Madrid" 4 2 "H"
"527" "11/12/11" "Getafe" "Granada" 1 0 "H"
"528" "11/12/11" "Malaga" "Osasuna" 1 1 "D"
"529" "11/12/11" "Vallecano" "Sp Gijon" 1 3 "A"
"530" "11/12/11" "Villarreal" "Sociedad" 1 1 "D"
"531" "11/12/11" "Zaragoza" "Mallorca" 0 1 "A"
"532" "17/12/11" "Ath Bilbao" "Zaragoza" 2 1 "H"
"533" "17/12/11" "Mallorca" "Getafe" 1 2 "A"
"534" "17/12/11" "Sevilla" "Real Madrid" 2 6 "A"
"535" "17/12/11" "Sp Gijon" "Espanol" 1 2 "A"
"536" "18/12/11" "Ath Madrid" "Betis" 0 2 "A"
"537" "18/12/11" "Granada" "Levante" 2 1 "H"
"538" "18/12/11" "Osasuna" "Villarreal" 2 1 "H"
"539" "18/12/11" "Santander" "Sociedad" 0 0 "D"
"540" "18/12/11" "Valencia" "Malaga" 2 0 "H"
"541" "07/01/12" "Levante" "Mallorca" 0 0 "D"
"542" "07/01/12" "Malaga" "Ath Madrid" 0 0 "D"
"543" "07/01/12" "Real Madrid" "Granada" 5 1 "H"
"544" "07/01/12" "Santander" "Zaragoza" 1 0 "H"
"545" "07/01/12" "Sociedad" "Osasuna" 0 0 "D"
"546" "08/01/12" "Betis" "Sp Gijon" 2 0 "H"
"547" "08/01/12" "Espanol" "Barcelona" 1 1 "D"
"548" "08/01/12" "Getafe" "Ath Bilbao" 0 0 "D"
"549" "08/01/12" "Vallecano" "Sevilla" 2 1 "H"
"550" "08/01/12" "Villarreal" "Valencia" 2 2 "D"
"551" "14/01/12" "Granada" "Vallecano" 1 2 "A"
"552" "14/01/12" "Mallorca" "Real Madrid" 1 2 "A"
"553" "14/01/12" "Sevilla" "Espanol" 0 0 "D"
"554" "14/01/12" "Valencia" "Sociedad" 0 1 "A"
"555" "14/01/12" "Zaragoza" "Getafe" 1 1 "D"
"556" "15/01/12" "Ath Bilbao" "Levante" 3 0 "H"
"557" "15/01/12" "Ath Madrid" "Villarreal" 3 0 "H"
"558" "15/01/12" "Barcelona" "Betis" 4 2 "H"
"559" "15/01/12" "Osasuna" "Santander" 0 2 "A"
"560" "15/01/12" "Sp Gijon" "Malaga" 2 1 "H"
"561" "21/01/12" "Betis" "Sevilla" 1 1 "D"
"562" "21/01/12" "Espanol" "Granada" 3 0 "H"
"563" "21/01/12" "Santander" "Getafe" 1 2 "A"
"564" "21/01/12" "Sociedad" "Ath Madrid" 0 4 "A"
"565" "22/01/12" "Levante" "Zaragoza" 0 0 "D"
"566" "22/01/12" "Malaga" "Barcelona" 1 4 "A"
"567" "22/01/12" "Osasuna" "Valencia" 1 1 "D"
"568" "22/01/12" "Real Madrid" "Ath Bilbao" 4 1 "H"
"569" "22/01/12" "Vallecano" "Mallorca" 0 1 "A"
"570" "23/01/12" "Villarreal" "Sp Gijon" 3 0 "H"
"571" "28/01/12" "Espanol" "Mallorca" 1 0 "H"
"572" "28/01/12" "Real Madrid" "Zaragoza" 3 1 "H"
"573" "28/01/12" "Vallecano" "Ath Bilbao" 2 3 "A"
"574" "28/01/12" "Villarreal" "Barcelona" 0 0 "D"
"575" "29/01/12" "Betis" "Granada" 1 2 "A"
"576" "29/01/12" "Levante" "Getafe" 1 2 "A"
"577" "29/01/12" "Malaga" "Sevilla" 2 1 "H"
"578" "29/01/12" "Santander" "Valencia" 2 2 "D"
"579" "29/01/12" "Sociedad" "Sp Gijon" 5 1 "H"
"580" "30/01/12" "Osasuna" "Ath Madrid" 0 1 "A"
"581" "04/02/12" "Ath Bilbao" "Espanol" 3 3 "D"
"582" "04/02/12" "Barcelona" "Sociedad" 2 1 "H"
"583" "04/02/12" "Getafe" "Real Madrid" 0 1 "A"
"584" "04/02/12" "Levante" "Santander" 1 1 "D"
"585" "04/02/12" "Mallorca" "Betis" 1 0 "H"
"586" "05/02/12" "Ath Madrid" "Valencia" 0 0 "D"
"587" "05/02/12" "Sevilla" "Villarreal" 1 2 "A"
"588" "05/02/12" "Sp Gijon" "Osasuna" 1 1 "D"
"589" "05/02/12" "Zaragoza" "Vallecano" 1 2 "A"
"590" "06/02/12" "Granada" "Malaga" 2 1 "H"
"591" "11/02/12" "Betis" "Ath Bilbao" 2 1 "H"
"592" "11/02/12" "Osasuna" "Barcelona" 3 2 "H"
"593" "11/02/12" "Santander" "Ath Madrid" 0 0 "D"
"594" "12/02/12" "Espanol" "Zaragoza" 0 2 "A"
"595" "12/02/12" "Malaga" "Mallorca" 3 1 "H"
"596" "12/02/12" "Real Madrid" "Levante" 4 2 "H"
"597" "12/02/12" "Valencia" "Sp Gijon" 4 0 "H"
"598" "12/02/12" "Vallecano" "Getafe" 2 0 "H"
"599" "12/02/12" "Villarreal" "Granada" 3 1 "H"
"600" "13/02/12" "Sociedad" "Sevilla" 2 0 "H"
"601" "18/02/12" "Getafe" "Espanol" 1 1 "D"
"602" "18/02/12" "Real Madrid" "Santander" 4 0 "H"
"603" "18/02/12" "Sevilla" "Osasuna" 2 0 "H"
"604" "19/02/12" "Ath Bilbao" "Malaga" 3 0 "H"
"605" "19/02/12" "Barcelona" "Valencia" 5 1 "H"
"606" "19/02/12" "Granada" "Sociedad" 4 1 "H"
"607" "19/02/12" "Levante" "Vallecano" 3 5 "A"
"608" "19/02/12" "Mallorca" "Villarreal" 4 0 "H"
"609" "19/02/12" "Sp Gijon" "Ath Madrid" 1 1 "D"
"610" "20/02/12" "Zaragoza" "Betis" 0 2 "A"
"611" "25/02/12" "Betis" "Getafe" 1 1 "D"
"612" "25/02/12" "Espanol" "Levante" 1 2 "A"
"613" "25/02/12" "Malaga" "Zaragoza" 5 1 "H"
"614" "25/02/12" "Santander" "Sp Gijon" 1 1 "D"
"615" "26/02/12" "Ath Madrid" "Barcelona" 1 2 "A"
"616" "26/02/12" "Osasuna" "Granada" 2 1 "H"
"617" "26/02/12" "Sociedad" "Mallorca" 1 0 "H"
"618" "26/02/12" "Valencia" "Sevilla" 1 2 "A"
"619" "26/02/12" "Vallecano" "Real Madrid" 0 1 "A"
"620" "26/02/12" "Villarreal" "Ath Bilbao" 2 2 "D"
"621" "03/03/12" "Barcelona" "Sp Gijon" 3 1 "H"
"622" "03/03/12" "Getafe" "Malaga" 1 3 "A"
"623" "03/03/12" "Mallorca" "Osasuna" 1 1 "D"
"624" "03/03/12" "Sevilla" "Ath Madrid" 1 1 "D"
"625" "03/03/12" "Vallecano" "Santander" 4 2 "H"
"626" "04/03/12" "Ath Bilbao" "Sociedad" 2 0 "H"
"627" "04/03/12" "Granada" "Valencia" 0 1 "A"
"628" "04/03/12" "Real Madrid" "Espanol" 5 0 "H"
"629" "04/03/12" "Zaragoza" "Villarreal" 2 1 "H"
"630" "05/03/12" "Levante" "Betis" 3 1 "H"
"631" "10/03/12" "Betis" "Real Madrid" 2 3 "A"
"632" "10/03/12" "Malaga" "Levante" 1 0 "H"
"633" "10/03/12" "Sociedad" "Zaragoza" 3 0 "H"
"634" "10/03/12" "Sp Gijon" "Sevilla" 1 0 "H"
"635" "11/03/12" "Ath Madrid" "Granada" 2 0 "H"
"636" "11/03/12" "Espanol" "Vallecano" 5 1 "H"
"637" "11/03/12" "Osasuna" "Ath Bilbao" 2 1 "H"
"638" "11/03/12" "Santander" "Barcelona" 0 2 "A"
"639" "11/03/12" "Valencia" "Mallorca" 2 2 "D"
"640" "12/03/12" "Villarreal" "Getafe" 1 2 "A"
"641" "17/03/12" "Getafe" "Sociedad" 1 0 "H"
"642" "17/03/12" "Granada" "Sp Gijon" 2 1 "H"
"643" "17/03/12" "Sevilla" "Barcelona" 0 2 "A"
"644" "17/03/12" "Vallecano" "Betis" 3 0 "H"
"645" "17/03/12" "Zaragoza" "Osasuna" 1 1 "D"
"646" "18/03/12" "Ath Bilbao" "Valencia" 0 3 "A"
"647" "18/03/12" "Levante" "Villarreal" 1 0 "H"
"648" "18/03/12" "Mallorca" "Ath Madrid" 2 1 "H"
"649" "18/03/12" "Real Madrid" "Malaga" 1 1 "D"
"650" "19/03/12" "Espanol" "Santander" 3 1 "H"
"651" "20/03/12" "Barcelona" "Granada" 5 3 "H"
"652" "20/03/12" "Osasuna" "Getafe" 0 0 "D"
"653" "21/03/12" "Ath Madrid" "Ath Bilbao" 2 1 "H"
"654" "21/03/12" "Sociedad" "Levante" 1 3 "A"
"655" "21/03/12" "Sp Gijon" "Mallorca" 2 3 "A"
"656" "21/03/12" "Valencia" "Zaragoza" 1 2 "A"
"657" "21/03/12" "Villarreal" "Real Madrid" 1 1 "D"
"658" "22/03/12" "Betis" "Espanol" 1 1 "D"
"659" "22/03/12" "Malaga" "Vallecano" 4 2 "H"
"660" "22/03/12" "Santander" "Sevilla" 0 3 "A"
"661" "24/03/12" "Getafe" "Valencia" 3 1 "H"
"662" "24/03/12" "Mallorca" "Barcelona" 0 2 "A"
"663" "24/03/12" "Real Madrid" "Sociedad" 5 1 "H"
"664" "25/03/12" "Ath Bilbao" "Sp Gijon" 1 1 "D"
"665" "25/03/12" "Betis" "Santander" 1 1 "D"
"666" "25/03/12" "Espanol" "Malaga" 1 2 "A"
"667" "25/03/12" "Levante" "Osasuna" 0 2 "A"
"668" "25/03/12" "Vallecano" "Villarreal" 0 2 "A"
"669" "25/03/12" "Zaragoza" "Ath Madrid" 1 0 "H"
"670" "26/03/12" "Granada" "Sevilla" 0 3 "A"
"671" "31/03/12" "Barcelona" "Ath Bilbao" 2 0 "H"
"672" "31/03/12" "Malaga" "Betis" 0 2 "A"
"673" "31/03/12" "Osasuna" "Real Madrid" 1 5 "A"
"674" "31/03/12" "Santander" "Granada" 0 1 "A"
"675" "31/03/12" "Sp Gijon" "Zaragoza" 1 2 "A"
"676" "01/04/12" "Ath Madrid" "Getafe" 3 0 "H"
"677" "01/04/12" "Sociedad" "Vallecano" 4 0 "H"
"678" "01/04/12" "Valencia" "Levante" 1 1 "D"
"679" "01/04/12" "Villarreal" "Espanol" 0 0 "D"
"680" "02/04/12" "Sevilla" "Mallorca" 3 1 "H"
"681" "07/04/12" "Betis" "Villarreal" 3 1 "H"
"682" "07/04/12" "Espanol" "Sociedad" 2 2 "D"
"683" "07/04/12" "Getafe" "Sp Gijon" 2 0 "H"
"684" "07/04/12" "Vallecano" "Osasuna" 6 0 "H"
"685" "07/04/12" "Zaragoza" "Barcelona" 1 4 "A"
"686" "08/04/12" "Ath Bilbao" "Sevilla" 1 0 "H"
"687" "08/04/12" "Levante" "Ath Madrid" 2 0 "H"
"688" "08/04/12" "Mallorca" "Granada" 0 0 "D"
"689" "08/04/12" "Real Madrid" "Valencia" 0 0 "D"
"690" "09/04/12" "Malaga" "Santander" 3 0 "H"
"691" "10/04/12" "Barcelona" "Getafe" 4 0 "H"
"692" "10/04/12" "Osasuna" "Espanol" 2 0 "H"
"693" "10/04/12" "Sociedad" "Betis" 1 1 "D"
"694" "11/04/12" "Ath Madrid" "Real Madrid" 1 4 "A"
"695" "11/04/12" "Granada" "Ath Bilbao" 2 2 "D"
"696" "11/04/12" "Sp Gijon" "Levante" 3 2 "H"
"697" "11/04/12" "Valencia" "Vallecano" 4 1 "H"
"698" "12/04/12" "Santander" "Mallorca" 0 3 "A"
"699" "12/04/12" "Sevilla" "Zaragoza" 3 0 "H"
"700" "12/04/12" "Villarreal" "Malaga" 2 1 "H"
"701" "14/04/12" "Levante" "Barcelona" 1 2 "A"
"702" "14/04/12" "Real Madrid" "Sp Gijon" 3 1 "H"
"703" "15/04/12" "Ath Bilbao" "Mallorca" 1 0 "H"
"704" "15/04/12" "Betis" "Osasuna" 1 0 "H"
"705" "15/04/12" "Espanol" "Valencia" 4 0 "H"
"706" "15/04/12" "Malaga" "Sociedad" 1 1 "D"
"707" "15/04/12" "Vallecano" "Ath Madrid" 0 1 "A"
"708" "15/04/12" "Villarreal" "Santander" 1 1 "D"
"709" "15/04/12" "Zaragoza" "Granada" 1 0 "H"
"710" "16/04/12" "Getafe" "Sevilla" 5 1 "H"
"711" "21/04/12" "Barcelona" "Real Madrid" 1 2 "A"
"712" "21/04/12" "Mallorca" "Zaragoza" 1 0 "H"
"713" "21/04/12" "Sevilla" "Levante" 1 1 "D"
"714" "21/04/12" "Sp Gijon" "Vallecano" 2 1 "H"
"715" "22/04/12" "Ath Madrid" "Espanol" 3 1 "H"
"716" "22/04/12" "Granada" "Getafe" 1 0 "H"
"717" "22/04/12" "Santander" "Ath Bilbao" 0 1 "A"
"718" "22/04/12" "Sociedad" "Villarreal" 1 1 "D"
"719" "22/04/12" "Valencia" "Betis" 4 0 "H"
"720" "23/04/12" "Osasuna" "Malaga" 1 1 "D"
"721" "28/04/12" "Espanol" "Sp Gijon" 0 3 "A"
"722" "28/04/12" "Getafe" "Mallorca" 1 3 "A"
"723" "28/04/12" "Levante" "Granada" 3 1 "H"
"724" "28/04/12" "Sociedad" "Santander" 3 0 "H"
"725" "28/04/12" "Villarreal" "Osasuna" 1 1 "D"
"726" "29/04/12" "Betis" "Ath Madrid" 2 2 "D"
"727" "29/04/12" "Malaga" "Valencia" 1 0 "H"
"728" "29/04/12" "Real Madrid" "Sevilla" 3 0 "H"
"729" "29/04/12" "Vallecano" "Barcelona" 0 7 "A"
"730" "29/04/12" "Zaragoza" "Ath Bilbao" 2 0 "H"
"731" "01/05/12" "Getafe" "Santander" 1 1 "D"
"732" "01/05/12" "Granada" "Espanol" 2 1 "H"
"733" "01/05/12" "Sp Gijon" "Villarreal" 2 3 "A"
"734" "02/05/12" "Ath Bilbao" "Real Madrid" 0 3 "A"
"735" "02/05/12" "Ath Madrid" "Sociedad" 1 1 "D"
"736" "02/05/12" "Barcelona" "Malaga" 4 1 "H"
"737" "02/05/12" "Mallorca" "Vallecano" 1 0 "H"
"738" "02/05/12" "Sevilla" "Betis" 1 2 "A"
"739" "02/05/12" "Valencia" "Osasuna" 4 0 "H"
"740" "02/05/12" "Zaragoza" "Levante" 1 0 "H"
"741" "05/05/12" "Ath Bilbao" "Getafe" 0 0 "D"
"742" "05/05/12" "Ath Madrid" "Malaga" 2 1 "H"
"743" "05/05/12" "Barcelona" "Espanol" 4 0 "H"
"744" "05/05/12" "Granada" "Real Madrid" 1 2 "A"
"745" "05/05/12" "Mallorca" "Levante" 1 0 "H"
"746" "05/05/12" "Osasuna" "Sociedad" 1 0 "H"
"747" "05/05/12" "Sevilla" "Vallecano" 5 2 "H"
"748" "05/05/12" "Sp Gijon" "Betis" 2 1 "H"
"749" "05/05/12" "Valencia" "Villarreal" 1 0 "H"
"750" "05/05/12" "Zaragoza" "Santander" 2 1 "H"
"751" "12/05/12" "Betis" "Barcelona" 2 2 "D"
"752" "12/05/12" "Sociedad" "Valencia" 1 0 "H"
"753" "13/05/12" "Espanol" "Sevilla" 1 1 "D"
"754" "13/05/12" "Getafe" "Zaragoza" 0 2 "A"
"755" "13/05/12" "Levante" "Ath Bilbao" 3 0 "H"
"756" "13/05/12" "Malaga" "Sp Gijon" 1 0 "H"
"757" "13/05/12" "Real Madrid" "Mallorca" 4 1 "H"
"758" "13/05/12" "Santander" "Osasuna" 2 4 "A"
"759" "13/05/12" "Vallecano" "Granada" 1 0 "H"
"760" "13/05/12" "Villarreal" "Ath Madrid" 0 1 "A"
"761" "18/08/12" "Celta" "Malaga" 0 1 "A"
"762" "18/08/12" "Mallorca" "Espanol" 2 1 "H"
"763" "18/08/12" "Sevilla" "Getafe" 2 1 "H"
"764" "19/08/12" "Ath Bilbao" "Betis" 3 5 "A"
"765" "19/08/12" "Barcelona" "Sociedad" 5 1 "H"
"766" "19/08/12" "Levante" "Ath Madrid" 1 1 "D"
"767" "19/08/12" "Real Madrid" "Valencia" 1 1 "D"
"768" "20/08/12" "La Coruna" "Osasuna" 2 0 "H"
"769" "20/08/12" "Vallecano" "Granada" 1 0 "H"
"770" "20/08/12" "Zaragoza" "Valladolid" 0 1 "A"
"771" "25/08/12" "Betis" "Vallecano" 1 2 "A"
"772" "25/08/12" "Espanol" "Zaragoza" 1 2 "A"
"773" "25/08/12" "Malaga" "Mallorca" 1 1 "D"
"774" "25/08/12" "Sociedad" "Celta" 2 1 "H"
"775" "26/08/12" "Getafe" "Real Madrid" 2 1 "H"
"776" "26/08/12" "Granada" "Sevilla" 1 1 "D"
"777" "26/08/12" "Osasuna" "Barcelona" 1 2 "A"
"778" "26/08/12" "Valencia" "La Coruna" 3 3 "D"
"779" "27/08/12" "Ath Madrid" "Ath Bilbao" 4 0 "H"
"780" "27/08/12" "Valladolid" "Levante" 2 0 "H"
"781" "01/09/12" "Celta" "Osasuna" 2 0 "H"
"782" "01/09/12" "La Coruna" "Getafe" 1 1 "D"
"783" "01/09/12" "Mallorca" "Sociedad" 1 0 "H"
"784" "01/09/12" "Zaragoza" "Malaga" 0 1 "A"
"785" "02/09/12" "Ath Bilbao" "Valladolid" 2 0 "H"
"786" "02/09/12" "Barcelona" "Valencia" 1 0 "H"
"787" "02/09/12" "Levante" "Espanol" 3 2 "H"
"788" "02/09/12" "Real Madrid" "Granada" 3 0 "H"
"789" "02/09/12" "Vallecano" "Sevilla" 0 0 "D"
"790" "15/09/12" "Getafe" "Barcelona" 1 4 "A"
"791" "15/09/12" "Malaga" "Levante" 3 1 "H"
"792" "15/09/12" "Sevilla" "Real Madrid" 1 0 "H"
"793" "15/09/12" "Valencia" "Celta" 2 1 "H"
"794" "16/09/12" "Ath Madrid" "Vallecano" 4 3 "H"
"795" "16/09/12" "Espanol" "Ath Bilbao" 3 3 "D"
"796" "16/09/12" "Granada" "La Coruna" 1 1 "D"
"797" "16/09/12" "Osasuna" "Mallorca" 1 1 "D"
"798" "16/09/12" "Sociedad" "Zaragoza" 2 0 "H"
"799" "17/09/12" "Valladolid" "Betis" 0 1 "A"
"800" "22/09/12" "Barcelona" "Granada" 2 0 "H"
"801" "22/09/12" "Betis" "Espanol" 1 0 "H"
"802" "22/09/12" "Celta" "Getafe" 2 1 "H"
"803" "22/09/12" "Zaragoza" "Osasuna" 3 1 "H"
"804" "23/09/12" "Ath Bilbao" "Malaga" 0 0 "D"
"805" "23/09/12" "Ath Madrid" "Valladolid" 2 1 "H"
"806" "23/09/12" "Levante" "Sociedad" 2 1 "H"
"807" "23/09/12" "Mallorca" "Valencia" 2 0 "H"
"808" "24/09/12" "La Coruna" "Sevilla" 0 2 "A"
"809" "24/09/12" "Vallecano" "Real Madrid" 0 2 "A"
"810" "26/09/12" "Betis" "Ath Madrid" 2 4 "A"
"811" "29/09/12" "Malaga" "Betis" 4 0 "H"
"812" "29/09/12" "Sevilla" "Barcelona" 2 3 "A"
"813" "29/09/12" "Sociedad" "Ath Bilbao" 2 0 "H"
"814" "29/09/12" "Valencia" "Zaragoza" 2 0 "H"
"815" "30/09/12" "Espanol" "Ath Madrid" 0 1 "A"
"816" "30/09/12" "Granada" "Celta" 2 1 "H"
"817" "30/09/12" "Osasuna" "Levante" 4 0 "H"
"818" "30/09/12" "Real Madrid" "La Coruna" 5 1 "H"
"819" "30/09/12" "Valladolid" "Vallecano" 6 1 "H"
"820" "01/10/12" "Getafe" "Mallorca" 1 0 "H"
"821" "05/10/12" "Celta" "Sevilla" 2 0 "H"
"822" "06/10/12" "Betis" "Sociedad" 2 0 "H"
"823" "06/10/12" "Valladolid" "Espanol" 1 1 "D"
"824" "06/10/12" "Vallecano" "La Coruna" 2 1 "H"
"825" "06/10/12" "Zaragoza" "Getafe" 0 1 "A"
"826" "07/10/12" "Ath Bilbao" "Osasuna" 1 0 "H"
"827" "07/10/12" "Ath Madrid" "Malaga" 2 1 "H"
"828" "07/10/12" "Barcelona" "Real Madrid" 2 2 "D"
"829" "07/10/12" "Levante" "Valencia" 1 0 "H"
"830" "07/10/12" "Mallorca" "Granada" 1 2 "A"
"831" "20/10/12" "La Coruna" "Barcelona" 4 5 "A"
"832" "20/10/12" "Malaga" "Valladolid" 2 1 "H"
"833" "20/10/12" "Real Madrid" "Celta" 2 0 "H"
"834" "20/10/12" "Valencia" "Ath Bilbao" 3 2 "H"
"835" "21/10/12" "Espanol" "Vallecano" 3 2 "H"
"836" "21/10/12" "Getafe" "Levante" 0 1 "A"
"837" "21/10/12" "Granada" "Zaragoza" 1 2 "A"
"838" "21/10/12" "Osasuna" "Betis" 0 0 "D"
"839" "21/10/12" "Sociedad" "Ath Madrid" 0 1 "A"
"840" "22/10/12" "Sevilla" "Mallorca" 3 2 "H"
"841" "27/10/12" "Betis" "Valencia" 1 0 "H"
"842" "27/10/12" "Celta" "La Coruna" 1 1 "D"
"843" "27/10/12" "Espanol" "Malaga" 0 0 "D"
"844" "27/10/12" "Vallecano" "Barcelona" 0 5 "A"
"845" "28/10/12" "Ath Bilbao" "Getafe" 1 2 "A"
"846" "28/10/12" "Ath Madrid" "Osasuna" 3 1 "H"
