"Date" "HomeTeam" "AwayTeam" "FTHG" "FTAG" "FTR"
"847" "28/10/12" "Levante" "Granada" 3 1 "H"
"848" "28/10/12" "Mallorca" "Real Madrid" 0 5 "A"
"849" "28/10/12" "Zaragoza" "Sevilla" 2 1 "H"
"850" "29/10/12" "Valladolid" "Sociedad" 2 2 "D"
"851" "03/11/12" "Barcelona" "Celta" 3 1 "H"
"852" "03/11/12" "Malaga" "Vallecano" 1 2 "A"
"853" "03/11/12" "Real Madrid" "Zaragoza" 4 0 "H"
"854" "03/11/12" "Valencia" "Ath Madrid" 2 0 "H"
"855" "04/11/12" "Granada" "Ath Bilbao" 1 2 "A"
"856" "04/11/12" "La Coruna" "Mallorca" 1 0 "H"
"857" "04/11/12" "Osasuna" "Valladolid" 0 1 "A"
"858" "04/11/12" "Sevilla" "Levante" 0 0 "D"
"859" "04/11/12" "Sociedad" "Espanol" 0 1 "A"
"860" "05/11/12" "Getafe" "Betis" 2 4 "A"
"861" "09/11/12" "Betis" "Granada" 1 2 "A"
"862" "10/11/12" "Espanol" "Osasuna" 0 3 "A"
"863" "10/11/12" "Malaga" "Sociedad" 1 2 "A"
"864" "10/11/12" "Vallecano" "Celta" 3 2 "H"
"865" "10/11/12" "Zaragoza" "La Coruna" 5 3 "H"
"866" "11/11/12" "Ath Bilbao" "Sevilla" 2 1 "H"
"867" "11/11/12" "Ath Madrid" "Getafe" 2 0 "H"
"868" "11/11/12" "Levante" "Real Madrid" 1 2 "A"
"869" "11/11/12" "Mallorca" "Barcelona" 2 4 "A"
"870" "11/11/12" "Valladolid" "Valencia" 1 1 "D"
"871" "17/11/12" "Barcelona" "Zaragoza" 3 1 "H"
"872" "17/11/12" "Osasuna" "Malaga" 0 0 "D"
"873" "17/11/12" "Real Madrid" "Ath Bilbao" 5 1 "H"
"874" "17/11/12" "Valencia" "Espanol" 2 1 "H"
"875" "18/11/12" "Celta" "Mallorca" 1 1 "D"
"876" "18/11/12" "Getafe" "Valladolid" 2 1 "H"
"877" "18/11/12" "Granada" "Ath Madrid" 0 1 "A"
"878" "18/11/12" "La Coruna" "Levante" 0 2 "A"
"879" "18/11/12" "Sevilla" "Betis" 5 1 "H"
"880" "19/11/12" "Sociedad" "Vallecano" 4 0 "H"
"881" "23/11/12" "Sociedad" "Osasuna" 0 0 "D"
"882" "24/11/12" "Betis" "Real Madrid" 1 0 "H"
"883" "24/11/12" "Malaga" "Valencia" 4 0 "H"
"884" "24/11/12" "Valladolid" "Granada" 1 0 "H"
"885" "24/11/12" "Vallecano" "Mallorca" 2 0 "H"
"886" "25/11/12" "Ath Bilbao" "La Coruna" 1 1 "D"
"887" "25/11/12" "Ath Madrid" "Sevilla" 4 0 "H"
"888" "25/11/12" "Espanol" "Getafe" 0 2 "A"
"889" "25/11/12" "Levante" "Barcelona" 0 4 "A"
"890" "26/11/12" "Zaragoza" "Celta" 0 1 "A"
"891" "30/11/12" "Osasuna" "Vallecano" 1 0 "H"
"892" "01/12/12" "Barcelona" "Ath Bilbao" 5 1 "H"
"893" "01/12/12" "Getafe" "Malaga" 1 0 "H"
"894" "01/12/12" "Real Madrid" "Ath Madrid" 2 0 "H"
"895" "01/12/12" "Valencia" "Sociedad" 2 5 "A"
"896" "02/12/12" "Celta" "Levante" 1 1 "D"
"897" "02/12/12" "Granada" "Espanol" 0 0 "D"
"898" "02/12/12" "La Coruna" "Betis" 2 3 "A"
"899" "02/12/12" "Mallorca" "Zaragoza" 1 1 "D"
"900" "03/12/12" "Sevilla" "Valladolid" 1 2 "A"
"901" "07/12/12" "Espanol" "Sevilla" 2 2 "D"
"902" "08/12/12" "Malaga" "Granada" 4 0 "H"
"903" "08/12/12" "Osasuna" "Valencia" 0 1 "A"
"904" "08/12/12" "Sociedad" "Getafe" 1 1 "D"
"905" "08/12/12" "Valladolid" "Real Madrid" 2 3 "A"
"906" "09/12/12" "Ath Bilbao" "Celta" 1 0 "H"
"907" "09/12/12" "Ath Madrid" "La Coruna" 6 0 "H"
"908" "09/12/12" "Betis" "Barcelona" 1 2 "A"
"909" "09/12/12" "Levante" "Mallorca" 4 0 "H"
"910" "10/12/12" "Vallecano" "Zaragoza" 0 2 "A"
"911" "15/12/12" "Getafe" "Osasuna" 1 1 "D"
"912" "15/12/12" "Granada" "Sociedad" 0 0 "D"
"913" "15/12/12" "Mallorca" "Ath Bilbao" 0 1 "A"
"914" "15/12/12" "Sevilla" "Malaga" 0 2 "A"
"915" "16/12/12" "Barcelona" "Ath Madrid" 4 1 "H"
"916" "16/12/12" "Real Madrid" "Espanol" 2 2 "D"
"917" "16/12/12" "Valencia" "Vallecano" 0 1 "A"
"918" "16/12/12" "Zaragoza" "Levante" 0 1 "A"
"919" "17/12/12" "Celta" "Betis" 0 1 "A"
"920" "17/12/12" "La Coruna" "Valladolid" 0 0 "D"
"921" "20/12/12" "Espanol" "La Coruna" 2 0 "H"
"922" "20/12/12" "Sociedad" "Sevilla" 2 1 "H"
"923" "20/12/12" "Vallecano" "Levante" 3 0 "H"
"924" "21/12/12" "Ath Madrid" "Celta" 1 0 "H"
"925" "21/12/12" "Valencia" "Getafe" 4 2 "H"
"926" "22/12/12" "Ath Bilbao" "Zaragoza" 0 2 "A"
"927" "22/12/12" "Betis" "Mallorca" 1 2 "A"
"928" "22/12/12" "Malaga" "Real Madrid" 3 2 "H"
"929" "22/12/12" "Osasuna" "Granada" 1 2 "A"
"930" "22/12/12" "Valladolid" "Barcelona" 1 3 "A"
"931" "04/01/13" "Zaragoza" "Betis" 1 2 "A"
"932" "05/01/13" "Granada" "Valencia" 1 2 "A"
"933" "05/01/13" "La Coruna" "Malaga" 1 0 "H"
"934" "05/01/13" "Levante" "Ath Bilbao" 3 1 "H"
"935" "05/01/13" "Sevilla" "Osasuna" 1 0 "H"
"936" "06/01/13" "Barcelona" "Espanol" 4 0 "H"
"937" "06/01/13" "Celta" "Valladolid" 3 1 "H"
"938" "06/01/13" "Mallorca" "Ath Madrid" 1 1 "D"
"939" "06/01/13" "Real Madrid" "Sociedad" 4 3 "H"
"940" "07/01/13" "Vallecano" "Getafe" 3 1 "H"
"941" "11/01/13" "Ath Bilbao" "Vallecano" 1 2 "A"
"942" "12/01/13" "Espanol" "Celta" 1 0 "H"
"943" "12/01/13" "Osasuna" "Real Madrid" 0 0 "D"
"944" "12/01/13" "Valencia" "Sevilla" 2 0 "H"
"945" "12/01/13" "Valladolid" "Mallorca" 3 1 "H"
"946" "13/01/13" "Ath Madrid" "Zaragoza" 2 0 "H"
"947" "13/01/13" "Betis" "Levante" 2 0 "H"
"948" "13/01/13" "Malaga" "Barcelona" 1 3 "A"
"949" "13/01/13" "Sociedad" "La Coruna" 1 1 "D"
"950" "14/01/13" "Getafe" "Granada" 2 2 "D"
"951" "18/01/13" "Espanol" "Mallorca" 3 2 "H"
"952" "19/01/13" "Getafe" "Sevilla" 1 1 "D"
"953" "19/01/13" "Granada" "Vallecano" 2 0 "H"
"954" "19/01/13" "Malaga" "Celta" 1 1 "D"
"955" "19/01/13" "Sociedad" "Barcelona" 3 2 "H"
"956" "20/01/13" "Ath Madrid" "Levante" 2 0 "H"
"957" "20/01/13" "Osasuna" "La Coruna" 2 1 "H"
"958" "20/01/13" "Valencia" "Real Madrid" 0 5 "A"
"959" "20/01/13" "Valladolid" "Zaragoza" 2 0 "H"
"960" "21/01/13" "Betis" "Ath Bilbao" 1 1 "D"
"961" "26/01/13" "Celta" "Sociedad" 1 1 "D"
"962" "26/01/13" "La Coruna" "Valencia" 2 3 "A"
"963" "26/01/13" "Levante" "Valladolid" 2 1 "H"
"964" "26/01/13" "Zaragoza" "Espanol" 0 0 "D"
"965" "27/01/13" "Ath Bilbao" "Ath Madrid" 3 0 "H"
"966" "27/01/13" "Barcelona" "Osasuna" 5 1 "H"
"967" "27/01/13" "Mallorca" "Malaga" 2 3 "A"
"968" "27/01/13" "Real Madrid" "Getafe" 4 0 "H"
"969" "27/01/13" "Vallecano" "Betis" 3 0 "H"
"970" "28/01/13" "Sevilla" "Granada" 3 0 "H"
"971" "01/02/13" "Valladolid" "Ath Bilbao" 2 2 "D"
"972" "02/02/13" "Espanol" "Levante" 3 2 "H"
"973" "02/02/13" "Getafe" "La Coruna" 3 1 "H"
"974" "02/02/13" "Granada" "Real Madrid" 1 0 "H"
"975" "02/02/13" "Osasuna" "Celta" 1 0 "H"
"976" "03/02/13" "Ath Madrid" "Betis" 1 0 "H"
"977" "03/02/13" "Malaga" "Zaragoza" 1 1 "D"
"978" "03/02/13" "Sevilla" "Vallecano" 2 1 "H"
"979" "03/02/13" "Sociedad" "Mallorca" 3 0 "H"
"980" "03/02/13" "Valencia" "Barcelona" 1 1 "D"
"981" "09/02/13" "Celta" "Valencia" 0 1 "A"
"982" "09/02/13" "La Coruna" "Granada" 0 3 "A"
"983" "09/02/13" "Levante" "Malaga" 1 2 "A"
"984" "09/02/13" "Mallorca" "Osasuna" 1 1 "D"
"985" "09/02/13" "Real Madrid" "Sevilla" 4 1 "H"
"986" "10/02/13" "Ath Bilbao" "Espanol" 0 4 "A"
"987" "10/02/13" "Barcelona" "Getafe" 6 1 "H"
"988" "10/02/13" "Vallecano" "Ath Madrid" 2 1 "H"
"989" "10/02/13" "Zaragoza" "Sociedad" 1 2 "A"
"990" "11/02/13" "Betis" "Valladolid" 0 0 "D"
"991" "15/02/13" "Sevilla" "La Coruna" 3 1 "H"
"992" "16/02/13" "Getafe" "Celta" 3 1 "H"
"993" "16/02/13" "Granada" "Barcelona" 1 2 "A"
"994" "16/02/13" "Malaga" "Ath Bilbao" 1 0 "H"
"995" "16/02/13" "Osasuna" "Zaragoza" 1 0 "H"
"996" "17/02/13" "Espanol" "Betis" 1 0 "H"
"997" "17/02/13" "Real Madrid" "Vallecano" 2 0 "H"
"998" "17/02/13" "Sociedad" "Levante" 1 1 "D"
"999" "17/02/13" "Valencia" "Mallorca" 2 0 "H"
"1000" "17/02/13" "Valladolid" "Ath Madrid" 0 3 "A"
"1001" "22/02/13" "Ath Bilbao" "Sociedad" 1 3 "A"
"1002" "23/02/13" "Barcelona" "Sevilla" 2 1 "H"
"1003" "23/02/13" "La Coruna" "Real Madrid" 1 2 "A"
"1004" "23/02/13" "Mallorca" "Getafe" 1 3 "A"
"1005" "23/02/13" "Zaragoza" "Valencia" 2 2 "D"
"1006" "24/02/13" "Ath Madrid" "Espanol" 1 0 "H"
"1007" "24/02/13" "Betis" "Malaga" 3 0 "H"
"1008" "24/02/13" "Celta" "Granada" 2 1 "H"
"1009" "24/02/13" "Vallecano" "Valladolid" 1 2 "A"
"1010" "25/02/13" "Levante" "Osasuna" 0 2 "A"
"1011" "01/03/13" "Getafe" "Zaragoza" 2 0 "H"
"1012" "02/03/13" "La Coruna" "Vallecano" 0 0 "D"
"1013" "02/03/13" "Osasuna" "Ath Bilbao" 0 1 "A"
"1014" "02/03/13" "Real Madrid" "Barcelona" 2 1 "H"
"1015" "02/03/13" "Valencia" "Levante" 2 2 "D"
"1016" "03/03/13" "Espanol" "Valladolid" 0 0 "D"
"1017" "03/03/13" "Granada" "Mallorca" 1 2 "A"
"1018" "03/03/13" "Malaga" "Ath Madrid" 0 0 "D"
"1019" "03/03/13" "Sociedad" "Betis" 3 3 "D"
"1020" "04/03/13" "Sevilla" "Celta" 4 1 "H"
"1021" "08/03/13" "Betis" "Osasuna" 2 1 "H"
"1022" "09/03/13" "Barcelona" "La Coruna" 2 0 "H"
"1023" "09/03/13" "Mallorca" "Sevilla" 2 1 "H"
"1024" "09/03/13" "Valladolid" "Malaga" 1 1 "D"
"1025" "09/03/13" "Vallecano" "Espanol" 2 0 "H"
"1026" "10/03/13" "Ath Bilbao" "Valencia" 1 0 "H"
"1027" "10/03/13" "Ath Madrid" "Sociedad" 0 1 "A"
"1028" "10/03/13" "Celta" "Real Madrid" 1 2 "A"
"1029" "10/03/13" "Levante" "Getafe" 0 0 "D"
"1030" "11/03/13" "Zaragoza" "Granada" 0 0 "D"
"1031" "15/03/13" "La Coruna" "Celta" 3 1 "H"
"1032" "16/03/13" "Getafe" "Ath Bilbao" 1 0 "H"
"1033" "16/03/13" "Real Madrid" "Mallorca" 5 2 "H"
"1034" "16/03/13" "Sociedad" "Valladolid" 4 1 "H"
"1035" "16/03/13" "Valencia" "Betis" 3 0 "H"
"1036" "17/03/13" "Barcelona" "Vallecano" 3 1 "H"
"1037" "17/03/13" "Granada" "Levante" 1 1 "D"
"1038" "17/03/13" "Malaga" "Espanol" 0 2 "A"
"1039" "17/03/13" "Osasuna" "Ath Madrid" 0 2 "A"
"1040" "17/03/13" "Sevilla" "Zaragoza" 4 0 "H"
"1041" "30/03/13" "Celta" "Barcelona" 2 2 "D"
"1042" "30/03/13" "Levante" "Sevilla" 1 0 "H"
"1043" "30/03/13" "Vallecano" "Malaga" 1 3 "A"
"1044" "30/03/13" "Zaragoza" "Real Madrid" 1 1 "D"
"1045" "31/03/13" "Ath Madrid" "Valencia" 1 1 "D"
"1046" "31/03/13" "Espanol" "Sociedad" 2 2 "D"
"1047" "31/03/13" "Mallorca" "La Coruna" 2 3 "A"
"1048" "31/03/13" "Valladolid" "Osasuna" 1 3 "A"
"1049" "01/04/13" "Ath Bilbao" "Granada" 1 0 "H"
"1050" "01/04/13" "Betis" "Getafe" 0 0 "D"
"1051" "05/04/13" "Granada" "Betis" 1 5 "A"
"1052" "06/04/13" "Barcelona" "Mallorca" 5 0 "H"
"1053" "06/04/13" "La Coruna" "Zaragoza" 3 2 "H"
"1054" "06/04/13" "Real Madrid" "Levante" 5 1 "H"
"1055" "06/04/13" "Sociedad" "Malaga" 4 2 "H"
"1056" "07/04/13" "Celta" "Vallecano" 0 2 "A"
"1057" "07/04/13" "Getafe" "Ath Madrid" 0 0 "D"
"1058" "07/04/13" "Osasuna" "Espanol" 0 2 "A"
"1059" "07/04/13" "Valencia" "Valladolid" 2 1 "H"
"1060" "08/04/13" "Sevilla" "Ath Bilbao" 2 1 "H"
"1061" "12/04/13" "Betis" "Sevilla" 3 3 "D"
"1062" "13/04/13" "Espanol" "Valencia" 3 3 "D"
"1063" "13/04/13" "Levante" "La Coruna" 0 4 "A"
"1064" "13/04/13" "Malaga" "Osasuna" 1 0 "H"
"1065" "13/04/13" "Valladolid" "Getafe" 2 1 "H"
"1066" "14/04/13" "Ath Bilbao" "Real Madrid" 0 3 "A"
"1067" "14/04/13" "Ath Madrid" "Granada" 5 0 "H"
"1068" "14/04/13" "Vallecano" "Sociedad" 0 2 "A"
"1069" "14/04/13" "Zaragoza" "Barcelona" 0 3 "A"
"1070" "15/04/13" "Mallorca" "Celta" 1 0 "H"
"1071" "19/04/13" "Mallorca" "Vallecano" 1 1 "D"
"1072" "20/04/13" "Barcelona" "Levante" 1 0 "H"
"1073" "20/04/13" "Granada" "Valladolid" 1 1 "D"
"1074" "20/04/13" "Real Madrid" "Betis" 3 1 "H"
"1075" "20/04/13" "Valencia" "Malaga" 5 1 "H"
"1076" "21/04/13" "Getafe" "Espanol" 0 2 "A"
"1077" "21/04/13" "La Coruna" "Ath Bilbao" 1 1 "D"
"1078" "21/04/13" "Osasuna" "Sociedad" 0 0 "D"
"1079" "21/04/13" "Sevilla" "Ath Madrid" 0 1 "A"
"1080" "22/04/13" "Celta" "Zaragoza" 2 1 "H"
"1081" "26/04/13" "Vallecano" "Osasuna" 2 2 "D"
"1082" "27/04/13" "Ath Bilbao" "Barcelona" 2 2 "D"
"1083" "27/04/13" "Ath Madrid" "Real Madrid" 1 2 "A"
"1084" "27/04/13" "Levante" "Celta" 0 1 "A"
"1085" "27/04/13" "Zaragoza" "Mallorca" 3 2 "H"
"1086" "28/04/13" "Espanol" "Granada" 0 1 "A"
"1087" "28/04/13" "Malaga" "Getafe" 2 1 "H"
"1088" "28/04/13" "Sociedad" "Valencia" 4 2 "H"
"1089" "28/04/13" "Valladolid" "Sevilla" 1 1 "D"
"1090" "29/04/13" "Betis" "La Coruna" 1 1 "D"
"1091" "03/05/13" "Celta" "Ath Bilbao" 1 1 "D"
"1092" "04/05/13" "Granada" "Malaga" 1 0 "H"
"1093" "04/05/13" "La Coruna" "Ath Madrid" 0 0 "D"
"1094" "04/05/13" "Real Madrid" "Valladolid" 4 3 "H"
"1095" "04/05/13" "Valencia" "Osasuna" 4 0 "H"
"1096" "05/05/13" "Barcelona" "Betis" 4 2 "H"
"1097" "05/05/13" "Mallorca" "Levante" 1 1 "D"
"1098" "05/05/13" "Sevilla" "Espanol" 3 0 "H"
"1099" "05/05/13" "Zaragoza" "Vallecano" 3 0 "H"
"1100" "06/05/13" "Getafe" "Sociedad" 2 1 "H"
"1101" "08/05/13" "Celta" "Ath Madrid" 1 3 "A"
"1102" "08/05/13" "Real Madrid" "Malaga" 6 2 "H"
"1103" "10/05/13" "Levante" "Zaragoza" 0 0 "D"
"1104" "11/05/13" "Ath Bilbao" "Mallorca" 2 1 "H"
"1105" "11/05/13" "Espanol" "Real Madrid" 1 1 "D"
"1106" "11/05/13" "Osasuna" "Getafe" 1 0 "H"
"1107" "11/05/13" "Valladolid" "La Coruna" 1 0 "H"
"1108" "12/05/13" "Ath Madrid" "Barcelona" 1 2 "A"
"1109" "12/05/13" "Betis" "Celta" 1 0 "H"
"1110" "12/05/13" "Malaga" "Sevilla" 0 0 "D"
"1111" "12/05/13" "Vallecano" "Valencia" 0 4 "A"
"1112" "13/05/13" "Sociedad" "Granada" 2 2 "D"
"1113" "18/05/13" "Getafe" "Valencia" 0 1 "A"
"1114" "18/05/13" "Granada" "Osasuna" 3 0 "H"
"1115" "18/05/13" "Sevilla" "Sociedad" 1 2 "A"
"1116" "19/05/13" "Barcelona" "Valladolid" 2 1 "H"
"1117" "19/05/13" "La Coruna" "Espanol" 2 0 "H"
"1118" "19/05/13" "Levante" "Vallecano" 2 3 "A"
"1119" "19/05/13" "Zaragoza" "Ath Bilbao" 1 2 "A"
"1120" "20/05/13" "Mallorca" "Betis" 1 0 "H"
"1121" "26/05/13" "Ath Bilbao" "Levante" 0 1 "A"
"1122" "26/05/13" "Ath Madrid" "Mallorca" 0 0 "D"
"1123" "26/05/13" "Betis" "Zaragoza" 4 0 "H"
"1124" "26/05/13" "Espanol" "Barcelona" 0 2 "A"
"1125" "26/05/13" "Getafe" "Vallecano" 1 2 "A"
"1126" "26/05/13" "Malaga" "La Coruna" 3 1 "H"
"1127" "26/05/13" "Osasuna" "Sevilla" 2 1 "H"
"1128" "26/05/13" "Sociedad" "Real Madrid" 3 3 "D"
"1129" "26/05/13" "Valencia" "Granada" 1 0 "H"
"1130" "26/05/13" "Valladolid" "Celta" 0 2 "A"
"1131" "01/06/13" "Barcelona" "Malaga" 4 1 "H"
"1132" "01/06/13" "Celta" "Espanol" 1 0 "H"
"1133" "01/06/13" "Granada" "Getafe" 2 0 "H"
"1134" "01/06/13" "La Coruna" "Sociedad" 0 1 "A"
"1135" "01/06/13" "Levante" "Betis" 1 1 "D"
"1136" "01/06/13" "Mallorca" "Valladolid" 4 2 "H"
"1137" "01/06/13" "Real Madrid" "Osasuna" 4 2 "H"
"1138" "01/06/13" "Sevilla" "Valencia" 4 3 "H"
"1139" "01/06/13" "Vallecano" "Ath Bilbao" 2 2 "D"
"1140" "01/06/13" "Zaragoza" "Ath Madrid" 1 3 "A"
"1141" "17/08/13" "Sociedad" "Getafe" 2 0 "H"
"1142" "17/08/13" "Valencia" "Malaga" 1 0 "H"
"1143" "17/08/13" "Valladolid" "Ath Bilbao" 1 2 "A"
"1144" "18/08/13" "Barcelona" "Levante" 7 0 "H"
"1145" "18/08/13" "Osasuna" "Granada" 1 2 "A"
"1146" "18/08/13" "Real Madrid" "Betis" 2 1 "H"
"1147" "18/08/13" "Sevilla" "Ath Madrid" 1 3 "A"
"1148" "19/08/13" "Almeria" "Villarreal" 2 3 "A"
"1149" "19/08/13" "Celta" "Espanol" 2 2 "D"
"1150" "19/08/13" "Vallecano" "Elche" 3 0 "H"
"1151" "23/08/13" "Ath Bilbao" "Osasuna" 2 0 "H"
"1152" "23/08/13" "Getafe" "Almeria" 2 2 "D"
"1153" "24/08/13" "Elche" "Sociedad" 1 1 "D"
"1154" "24/08/13" "Espanol" "Valencia" 3 1 "H"
"1155" "24/08/13" "Villarreal" "Valladolid" 2 1 "H"
"1156" "25/08/13" "Ath Madrid" "Vallecano" 5 0 "H"
"1157" "25/08/13" "Betis" "Celta" 1 2 "A"
"1158" "25/08/13" "Levante" "Sevilla" 0 0 "D"
"1159" "25/08/13" "Malaga" "Barcelona" 0 1 "A"
"1160" "26/08/13" "Granada" "Real Madrid" 0 1 "A"
"1161" "30/08/13" "Almeria" "Elche" 2 2 "D"
"1162" "30/08/13" "Vallecano" "Levante" 1 2 "A"
"1163" "31/08/13" "Celta" "Granada" 1 1 "D"
"1164" "31/08/13" "Osasuna" "Villarreal" 0 3 "A"
"1165" "31/08/13" "Valladolid" "Getafe" 1 0 "H"
"1166" "01/09/13" "Espanol" "Betis" 0 0 "D"
"1167" "01/09/13" "Real Madrid" "Ath Bilbao" 3 1 "H"
"1168" "01/09/13" "Sevilla" "Malaga" 2 2 "D"
"1169" "01/09/13" "Sociedad" "Ath Madrid" 1 2 "A"
"1170" "01/09/13" "Valencia" "Barcelona" 2 3 "A"
"1171" "14/09/13" "Ath Madrid" "Almeria" 4 2 "H"
"1172" "14/09/13" "Barcelona" "Sevilla" 3 2 "H"
"1173" "14/09/13" "Levante" "Sociedad" 0 0 "D"
"1174" "14/09/13" "Villarreal" "Real Madrid" 2 2 "D"
"1175" "15/09/13" "Betis" "Valencia" 3 1 "H"
"1176" "15/09/13" "Getafe" "Osasuna" 2 1 "H"
"1177" "15/09/13" "Granada" "Espanol" 0 1 "A"
"1178" "15/09/13" "Malaga" "Vallecano" 5 0 "H"
"1179" "16/09/13" "Ath Bilbao" "Celta" 3 2 "H"
"1180" "16/09/13" "Elche" "Valladolid" 0 0 "D"
"1181" "20/09/13" "Osasuna" "Elche" 2 1 "H"
"1182" "21/09/13" "Almeria" "Levante" 2 2 "D"
"1183" "21/09/13" "Sociedad" "Malaga" 0 0 "D"
"1184" "21/09/13" "Valladolid" "Ath Madrid" 0 2 "A"
"1185" "21/09/13" "Vallecano" "Barcelona" 0 4 "A"
"1186" "22/09/13" "Betis" "Granada" 0 0 "D"
"1187" "22/09/13" "Celta" "Villarreal" 0 0 "D"
"1188" "22/09/13" "Real Madrid" "Getafe" 4 1 "H"
"1189" "22/09/13" "Valencia" "Sevilla" 3 1 "H"
"1190" "23/09/13" "Espanol" "Ath Bilbao" 3 2 "H"
"1191" "24/09/13" "Ath Madrid" "Osasuna" 2 1 "H"
"1192" "24/09/13" "Barcelona" "Sociedad" 4 1 "H"
"1193" "24/09/13" "Levante" "Valladolid" 1 1 "D"
"1194" "24/09/13" "Malaga" "Almeria" 2 0 "H"
"1195" "25/09/13" "Elche" "Real Madrid" 1 2 "A"
"1196" "25/09/13" "Granada" "Valencia" 0 1 "A"
"1197" "25/09/13" "Sevilla" "Vallecano" 4 1 "H"
"1198" "26/09/13" "Ath Bilbao" "Betis" 2 1 "H"
"1199" "26/09/13" "Getafe" "Celta" 2 0 "H"
"1200" "26/09/13" "Villarreal" "Espanol" 2 1 "H"
"1201" "27/09/13" "Valladolid" "Malaga" 2 2 "D"
"1202" "28/09/13" "Almeria" "Barcelona" 0 2 "A"
"1203" "28/09/13" "Real Madrid" "Ath Madrid" 0 1 "A"
"1204" "28/09/13" "Sociedad" "Sevilla" 1 1 "D"
"1205" "28/09/13" "Valencia" "Vallecano" 1 0 "H"
"1206" "29/09/13" "Betis" "Villarreal" 1 0 "H"
"1207" "29/09/13" "Celta" "Elche" 0 1 "A"
"1208" "29/09/13" "Espanol" "Getafe" 0 2 "A"
"1209" "29/09/13" "Osasuna" "Levante" 0 1 "A"
"1210" "30/09/13" "Granada" "Ath Bilbao" 2 0 "H"
"1211" "04/10/13" "Malaga" "Osasuna" 0 1 "A"
"1212" "04/10/13" "Villarreal" "Granada" 3 0 "H"
"1213" "05/10/13" "Barcelona" "Valladolid" 4 1 "H"
"1214" "05/10/13" "Elche" "Espanol" 2 1 "H"
"1215" "05/10/13" "Levante" "Real Madrid" 2 3 "A"
"1216" "05/10/13" "Vallecano" "Sociedad" 1 0 "H"
"1217" "06/10/13" "Ath Bilbao" "Valencia" 1 1 "D"
"1218" "06/10/13" "Ath Madrid" "Celta" 2 1 "H"
"1219" "06/10/13" "Getafe" "Betis" 3 1 "H"
"1220" "06/10/13" "Sevilla" "Almeria" 2 1 "H"
"1221" "19/10/13" "Espanol" "Ath Madrid" 1 0 "H"
"1222" "19/10/13" "Osasuna" "Barcelona" 0 0 "D"
"1223" "19/10/13" "Real Madrid" "Malaga" 2 0 "H"
"1224" "19/10/13" "Valencia" "Sociedad" 1 2 "A"
"1225" "20/10/13" "Almeria" "Vallecano" 0 1 "A"
"1226" "20/10/13" "Betis" "Elche" 1 2 "A"
"1227" "20/10/13" "Granada" "Getafe" 0 2 "A"
"1228" "20/10/13" "Valladolid" "Sevilla" 2 2 "D"
"1229" "21/10/13" "Ath Bilbao" "Villarreal" 2 0 "H"
"1230" "21/10/13" "Celta" "Levante" 0 1 "A"
"1231" "25/10/13" "Vallecano" "Valladolid" 0 3 "A"
"1232" "26/10/13" "Barcelona" "Real Madrid" 2 1 "H"
"1233" "26/10/13" "Elche" "Granada" 0 1 "A"
"1234" "26/10/13" "Levante" "Espanol" 3 0 "H"
"1235" "26/10/13" "Malaga" "Celta" 0 5 "A"
"1236" "27/10/13" "Ath Madrid" "Betis" 5 0 "H"
"1237" "27/10/13" "Sevilla" "Osasuna" 2 1 "H"
"1238" "27/10/13" "Sociedad" "Almeria" 3 0 "H"
"1239" "27/10/13" "Villarreal" "Valencia" 4 1 "H"
"1240" "28/10/13" "Getafe" "Ath Bilbao" 0 1 "A"
"1241" "29/10/13" "Celta" "Barcelona" 0 3 "A"
"1242" "29/10/13" "Espanol" "Malaga" 0 0 "D"
"1243" "30/10/13" "Osasuna" "Vallecano" 3 1 "H"
"1244" "30/10/13" "Real Madrid" "Sevilla" 7 3 "H"
"1245" "30/10/13" "Valencia" "Almeria" 1 2 "A"
"1246" "30/10/13" "Valladolid" "Sociedad" 2 2 "D"
"1247" "31/10/13" "Ath Bilbao" "Elche" 2 2 "D"
"1248" "31/10/13" "Betis" "Levante" 0 0 "D"
"1249" "31/10/13" "Granada" "Ath Madrid" 1 2 "A"
"1250" "31/10/13" "Villarreal" "Getafe" 0 2 "A"
"1251" "01/11/13" "Barcelona" "Espanol" 1 0 "H"
"1252" "02/11/13" "Almeria" "Valladolid" 1 0 "H"
"1253" "02/11/13" "Sevilla" "Celta" 0 1 "A"
"1254" "02/11/13" "Sociedad" "Osasuna" 5 0 "H"
"1255" "02/11/13" "Vallecano" "Real Madrid" 2 3 "A"
"1256" "03/11/13" "Ath Madrid" "Ath Bilbao" 2 0 "H"
"1257" "03/11/13" "Getafe" "Valencia" 0 1 "A"
"1258" "03/11/13" "Levante" "Granada" 0 1 "A"
"1259" "03/11/13" "Malaga" "Betis" 3 2 "H"
"1260" "04/11/13" "Elche" "Villarreal" 0 1 "A"
"1261" "08/11/13" "Granada" "Malaga" 3 1 "H"
"1262" "08/11/13" "Osasuna" "Almeria" 0 1 "A"
"1263" "09/11/13" "Ath Bilbao" "Levante" 2 1 "H"
"1264" "09/11/13" "Celta" "Vallecano" 0 2 "A"
"1265" "09/11/13" "Getafe" "Elche" 1 1 "D"
"1266" "09/11/13" "Real Madrid" "Sociedad" 5 1 "H"
"1267" "10/11/13" "Betis" "Barcelona" 1 4 "A"
"1268" "10/11/13" "Espanol" "Sevilla" 1 3 "A"
